Id;Time;LprimaryButton;LprimaryTouch;LsecondaryButton;LsecondaryTouch;LtriggerButton;LtriggerButtonForce;Lprimary2DAxis.x;Lprimary2DAxis.y;Lprimary2DAxisTouch;Lprimary2DAxisClick;Lsecondary2DAxis.x;Lsecondary2DAxis.y;Lsecondary2DAxisTouch;Lsecondary2DAxisClick;LgripButton;LgripButtonForce;LisTracked;LdevicePosition.x;LdevicePosition.y;LdevicePosition.z;LdeviceRotation.w;LdeviceRotation.x;LdeviceRotation.y;LdeviceRotation.z;LdeviceDirection.x;LdeviceDirection.y;LdeviceDirection.z;RprimaryButton;RprimaryTouch;RsecondaryButton;RsecondaryTouch;RtriggerButton;RtriggerButtonForce;Rprimary2DAxis.x;Rprimary2DAxis.y;Rprimary2DAxisTouch;Rprimary2DAxisClick;Rsecondary2DAxis.x;Rsecondary2DAxis.y;Rsecondary2DAxisTouch;Rsecondary2DAxisClick;RgripButton;RgripButtonForce;RisTracked;RdevicePosition.x;RdevicePosition.y;RdevicePosition.z;RdeviceRotation.w;RdeviceRotation.x;RdeviceRotation.y;RdeviceRotation.z;RdeviceDirection.x;RdeviceDirection.y;RdeviceDirection.z;HprimaryButton;HprimaryTouch;HsecondaryButton;HsecondaryTouch;HtriggerButton;HtriggerButtonForce;Hprimary2DAxis.x;Hprimary2DAxis.y;Hprimary2DAxisTouch;Hprimary2DAxisClick;Hsecondary2DAxis.x;Hsecondary2DAxis.y;Hsecondary2DAxisTouch;Hsecondary2DAxisClick;HgripButton;HgripButtonForce;HisTracked;HdevicePosition.x;HdevicePosition.y;HdevicePosition.z;HdeviceRotation.w;HdeviceRotation.x;HdeviceRotation.y;HdeviceRotation.z;HdeviceDirection.x;HdeviceDirection.y;HdeviceDirection.z
5702;79334;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;0.9321123;0;0;False;False;0;0;False;False;False;0;True;-0.007573673;-0.2111961;-0.6048844;0.02345863;0.1107778;-0.9920496;-0.05491493;-0.05871096;0.1037593;-0.9928681;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04044642;0.02595629;-0.2524387;-0.05622909;0.01651053;-0.9972547;0.04526436;0.1136441;-0.08842345;-0.9895791
5703;79348;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;0.9321123;0;0;False;False;0;0;False;False;False;0;True;-0.007541414;-0.2110481;-0.6045688;0.02623126;0.1099207;-0.9920332;-0.05567248;-0.06428368;0.1046912;-0.9924251;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04035283;0.025907;-0.2525004;-0.05585334;0.01637101;-0.9972748;0.04533868;0.1128867;-0.08860149;-0.9896499
5704;79362;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.00716309;-0.2111431;-0.6047947;0.02280178;0.1105011;-0.9920932;-0.05496002;-0.05738928;0.1040117;-0.9929188;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04023485;0.02585569;-0.2525922;-0.05535436;0.01623413;-0.9973181;0.04504359;0.1118743;-0.08804832;-0.9898142
5705;79376;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.006536965;-0.2109672;-0.6047482;0.02242321;0.1110584;-0.9920708;-0.05439498;-0.05657286;0.1029468;-0.9930769;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04012781;0.02581025;-0.2527025;-0.054853;0.01592241;-0.997358;0.04488612;0.1108455;-0.08778828;-0.9899528
5706;79390;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.004887653;-0.2106165;-0.604413;0.02294776;0.1132074;-0.9918805;-0.0532023;-0.05756865;0.1003449;-0.9932858;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04002104;0.0257447;-0.2528096;-0.05419135;0.01558071;-0.997396;0.04496432;0.1095016;-0.08800578;-0.9900831
5707;79404;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.003416824;-0.2103126;-0.6038216;0.02457815;0.1142172;-0.991725;-0.05321587;-0.06090588;0.09993652;-0.9931279;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.03991266;0.02563158;-0.2528995;-0.05362359;0.01539619;-0.9974088;0.04542318;0.108368;-0.08895976;-0.9901228
5708;79418;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.001283805;-0.2098627;-0.6030414;0.02537698;0.1149033;-0.9916273;-0.0531843;-0.06255111;0.09964622;-0.9930549;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.03978843;0.02549549;-0.2529791;-0.05298878;0.01521049;-0.9974308;0.04574661;0.1070969;-0.08964619;-0.9901992
5709;79432;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.001693544;-0.2093882;-0.6020817;0.02299914;0.1168675;-0.9914911;-0.05252201;-0.05788312;0.0987745;-0.9934251;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.03956732;0.02534376;-0.2532225;-0.0525023;0.0149273;-0.9974482;0.04601899;0.1061105;-0.09023568;-0.9902514
5710;79446;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.0056726;-0.2088323;-0.6007496;0.01816699;0.1179882;-0.991495;-0.05183101;-0.04825586;0.09849339;-0.9939672;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.03933765;0.02524324;-0.2535;-0.05200341;0.01481412;-0.9974701;0.04614693;0.105111;-0.09051959;-0.9903322
5711;79460;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.01077269;-0.2080469;-0.5986216;0.0106509;0.116244;-0.9917725;-0.05254694;-0.03334308;0.101753;-0.9942509;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.03915205;0.02518149;-0.2537178;-0.0514982;0.0148438;-0.9975002;0.04605321;0.1041062;-0.09034731;-0.990454
5712;79474;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.01712461;-0.2070631;-0.5959149;-0.0007570684;0.1107111;-0.992297;-0.05558109;-0.01080442;0.1104735;-0.9938205;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.0390121;0.02515345;-0.253859;-0.05106986;0.01485355;-0.9975188;0.04612579;0.1032565;-0.09050554;-0.9905287
5713;79487;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.02369126;-0.2062025;-0.5930927;-0.01279667;0.1045699;-0.9926715;-0.0592017;0.01302435;0.120212;-0.9926631;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.03885586;0.02512872;-0.2539947;-0.05060142;0.01513662;-0.9975365;0.04616608;0.1023511;-0.09057283;-0.9906166
