Id;Time;LprimaryButton;LprimaryTouch;LsecondaryButton;LsecondaryTouch;LtriggerButton;LtriggerButtonForce;Lprimary2DAxis.x;Lprimary2DAxis.y;Lprimary2DAxisTouch;Lprimary2DAxisClick;Lsecondary2DAxis.x;Lsecondary2DAxis.y;Lsecondary2DAxisTouch;Lsecondary2DAxisClick;LgripButton;LgripButtonForce;LisTracked;LdevicePosition.x;LdevicePosition.y;LdevicePosition.z;LdeviceRotation.w;LdeviceRotation.x;LdeviceRotation.y;LdeviceRotation.z;LdeviceDirection.x;LdeviceDirection.y;LdeviceDirection.z;RprimaryButton;RprimaryTouch;RsecondaryButton;RsecondaryTouch;RtriggerButton;RtriggerButtonForce;Rprimary2DAxis.x;Rprimary2DAxis.y;Rprimary2DAxisTouch;Rprimary2DAxisClick;Rsecondary2DAxis.x;Rsecondary2DAxis.y;Rsecondary2DAxisTouch;Rsecondary2DAxisClick;RgripButton;RgripButtonForce;RisTracked;RdevicePosition.x;RdevicePosition.y;RdevicePosition.z;RdeviceRotation.w;RdeviceRotation.x;RdeviceRotation.y;RdeviceRotation.z;RdeviceDirection.x;RdeviceDirection.y;RdeviceDirection.z;HprimaryButton;HprimaryTouch;HsecondaryButton;HsecondaryTouch;HtriggerButton;HtriggerButtonForce;Hprimary2DAxis.x;Hprimary2DAxis.y;Hprimary2DAxisTouch;Hprimary2DAxisClick;Hsecondary2DAxis.x;Hsecondary2DAxis.y;Hsecondary2DAxisTouch;Hsecondary2DAxisClick;HgripButton;HgripButtonForce;HisTracked;HdevicePosition.x;HdevicePosition.y;HdevicePosition.z;HdeviceRotation.w;HdeviceRotation.x;HdeviceRotation.y;HdeviceRotation.z;HdeviceDirection.x;HdeviceDirection.y;HdeviceDirection.z
1058;14771;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;0.5225885;0;0;False;False;0;0;False;False;False;0;True;0.03576563;-0.4162193;0.3931291;0.9407267;0.1401556;0.3031462;-0.05909344;0.5537909;-0.2995242;0.7769176;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.1341761;-0.02991598;0.1389284;0.9735146;0.08360264;0.2028255;-0.06435809;0.3841461;-0.1888837;0.9037448
1059;14785;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.03594059;-0.4163287;0.3930201;0.9405665;0.1404246;0.3032266;-0.06057395;0.5533975;-0.3008926;0.7766691;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.1341119;-0.02990571;0.1388826;0.9735694;0.08349021;0.2026339;-0.06427825;0.3838232;-0.1886169;0.9039378
1060;14799;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.03615377;-0.4164425;0.3930104;0.940599;0.1411037;0.3024679;-0.06226188;0.5514311;-0.3031085;0.7772059;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.1340613;-0.02989479;0.1388793;0.9736205;0.08353903;0.2023661;-0.06428476;0.3833149;-0.1886887;0.9041384
1061;14813;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.03618432;-0.4163789;0.3929967;0.940713;0.1411965;0.3020329;-0.06244136;0.5506194;-0.3033694;0.7776794;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.1340082;-0.02987491;0.1388679;0.9736817;0.08350034;0.2021122;-0.06420551;0.3828636;-0.188559;0.9043567
1062;14827;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.03623146;-0.4163222;0.3930007;0.9407758;0.1411986;0.3018822;-0.06221717;0.550437;-0.3032369;0.7778602;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.1339488;-0.02984503;0.1388442;0.9737171;0.0833673;0.2019784;-0.06426253;0.3826247;-0.1883116;0.9045093
1063;14841;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.03635827;-0.4161389;0.3930178;0.940819;0.1409535;0.3019089;-0.06199082;0.5506076;-0.3026545;0.7779663;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.1338868;-0.02981652;0.1388021;0.9737568;0.08325939;0.2018665;-0.06415186;0.3824553;-0.188049;0.9046355
1064;14855;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.03662494;-0.4158261;0.393113;0.9407164;0.1405798;0.3024966;-0.06152785;0.5518279;-0.3017155;0.7774662;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.1338135;-0.02979753;0.1387415;0.9738024;0.08314726;0.2016687;-0.06422794;0.3820903;-0.1878435;0.9048325
1065;14869;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.03689603;-0.4154281;0.3932907;0.940504;0.1405925;0.3031797;-0.06138444;0.5530232;-0.3016768;0.7766316;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.1337503;-0.02978498;0.1386603;0.9738202;0.0831141;0.2015902;-0.06424776;0.3819453;-0.1877798;0.9049069
1066;14882;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.03704088;-0.4150198;0.3935018;0.9405751;0.1404974;0.302959;-0.06160261;0.5526013;-0.3016229;0.7769527;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.1337057;-0.02980631;0.1385311;0.9738505;0.08311809;0.2014143;-0.06433433;0.3816001;-0.1878049;0.9050474
1067;14896;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.03721102;-0.4138061;0.394148;0.9410012;0.1404444;0.3015773;-0.06199329;0.5501561;-0.3017082;0.778653;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.1336657;-0.02983452;0.1383758;0.9738736;0.08315657;0.2012839;-0.06434404;0.3813488;-0.1878708;0.9051396
