Id;Time;LprimaryButton;LprimaryTouch;LsecondaryButton;LsecondaryTouch;LtriggerButton;LtriggerButtonForce;Lprimary2DAxis.x;Lprimary2DAxis.y;Lprimary2DAxisTouch;Lprimary2DAxisClick;Lsecondary2DAxis.x;Lsecondary2DAxis.y;Lsecondary2DAxisTouch;Lsecondary2DAxisClick;LgripButton;LgripButtonForce;LisTracked;LdevicePosition.x;LdevicePosition.y;LdevicePosition.z;LdeviceRotation.w;LdeviceRotation.x;LdeviceRotation.y;LdeviceRotation.z;LdeviceDirection.x;LdeviceDirection.y;LdeviceDirection.z;RprimaryButton;RprimaryTouch;RsecondaryButton;RsecondaryTouch;RtriggerButton;RtriggerButtonForce;Rprimary2DAxis.x;Rprimary2DAxis.y;Rprimary2DAxisTouch;Rprimary2DAxisClick;Rsecondary2DAxis.x;Rsecondary2DAxis.y;Rsecondary2DAxisTouch;Rsecondary2DAxisClick;RgripButton;RgripButtonForce;RisTracked;RdevicePosition.x;RdevicePosition.y;RdevicePosition.z;RdeviceRotation.w;RdeviceRotation.x;RdeviceRotation.y;RdeviceRotation.z;RdeviceDirection.x;RdeviceDirection.y;RdeviceDirection.z;HprimaryButton;HprimaryTouch;HsecondaryButton;HsecondaryTouch;HtriggerButton;HtriggerButtonForce;Hprimary2DAxis.x;Hprimary2DAxis.y;Hprimary2DAxisTouch;Hprimary2DAxisClick;Hsecondary2DAxis.x;Hsecondary2DAxis.y;Hsecondary2DAxisTouch;Hsecondary2DAxisClick;HgripButton;HgripButtonForce;HisTracked;HdevicePosition.x;HdevicePosition.y;HdevicePosition.z;HdeviceRotation.w;HdeviceRotation.x;HdeviceRotation.y;HdeviceRotation.z;HdeviceDirection.x;HdeviceDirection.y;HdeviceDirection.z
7257;101000;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;0.9929182;0;0;False;False;0;0;False;False;False;0;True;0.0604946;-0.1085429;0.9744184;-0.9791194;0.1929746;0.001871437;0.06389517;0.02099557;0.3781295;0.9255146;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03442297;0.03952431;0.6424167;-0.9949672;0.04565313;-0.08588648;0.02407831;0.173107;0.08671072;0.9810786
7258;101014;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.05870993;-0.1085146;0.9739653;-0.9788696;0.1944973;0.007516176;0.06267888;0.009667032;0.3817172;0.9242286;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03426067;0.0395836;0.6424777;-0.9951069;0.04611576;-0.08393714;0.02429689;0.1692938;0.0877014;0.9816558
7259;101027;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.05736201;-0.1087342;0.9735994;-0.9786861;0.1952469;0.01224974;0.06246732;0.0004158095;0.3837013;0.9234571;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03407343;0.03963981;0.6425674;-0.9952359;0.04660399;-0.08204427;0.02454109;0.1655942;0.08873701;0.9821936
7260;101041;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.05649365;-0.1092879;0.9734409;-0.9786699;0.194764;0.01319751;0.06401604;-0.000895977;0.3829091;0.9237856;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.0338731;0.03967994;0.6426789;-0.9953785;0.04683527;-0.08009344;0.02476283;0.1617661;0.08927095;0.982783
7261;101055;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.05563547;-0.1099959;0.9731526;-0.9786581;0.1943128;0.01173356;0.06582565;0.002615245;0.3818764;0.9242097;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03366593;0.03966464;0.6428262;-0.995518;0.04689381;-0.07823455;0.02498648;0.1581112;0.08945765;0.9833606
7262;101069;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.05459715;-0.1108319;0.9729681;-0.9784966;0.1948067;0.01080108;0.06691813;0.004934572;0.382681;0.9238673;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03344424;0.03960594;0.6429985;-0.995666;0.04679014;-0.07632801;0.02517919;0.1543507;0.08933095;0.9839694
7263;101083;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.05352552;-0.1118347;0.9728556;-0.9784863;0.1946289;0.01210278;0.06736303;0.002536774;0.3825141;0.9239462;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03320936;0.03956698;0.6431688;-0.9958019;0.04680825;-0.07442832;0.02545908;0.1506151;0.08943373;0.9845389
7264;101097;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.05245078;-0.1128982;0.9730837;-0.9785057;0.1941015;0.01574364;0.06784862;-0.004471449;0.3819953;0.9241535;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.0329979;0.03959697;0.6434134;-0.9959288;0.04691705;-0.07262856;0.02549176;0.1470577;0.08974922;0.9850478
7265;101111;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.05146071;-0.1140661;0.9735216;-0.9788339;0.1919235;0.01901078;0.06847033;-0.01093466;0.3783259;0.9256079;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03279736;0.03963009;0.6436422;-0.9960434;0.04705953;-0.07101443;0.02529752;0.1438479;0.09015369;0.9854847
7266;101125;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.05066972;-0.1152259;0.9738129;-0.9791257;0.1900923;0.02077839;0.06889146;-0.01449783;0.3751115;0.9268664;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03268029;0.03963095;0.6438508;-0.9961461;0.04712592;-0.06950626;0.0253162;0.1408629;0.09036934;0.9858961
7267;101138;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.04996626;-0.1163788;0.9744008;-0.9794108;0.188517;0.0204922;0.0692536;-0.0140296;0.3721094;0.9280828;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03259875;0.03964311;0.6440522;-0.996234;0.04710252;-0.06824586;0.02533292;0.1383642;0.09039254;0.9862477
7268;101152;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.04936789;-0.1174841;0.9747669;-0.9797531;0.1868382;0.01900515;0.0693832;-0.01131385;0.3687479;0.9294606;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.0325492;0.03968892;0.6442747;-0.9963146;0.04697818;-0.06710845;0.02543219;0.1361118;0.09019665;0.986579
7269;101166;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.04866555;-0.1186039;0.9751781;-0.9799009;0.1854354;0.01991478;0.0707908;-0.01277477;0.3662363;0.9304342;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03247233;0.03967144;0.6445549;-0.9963832;0.04698168;-0.06606203;0.02547836;0.1340402;0.0902572;0.9868571
7270;101180;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.04791714;-0.1196553;0.9756262;-0.9799616;0.18444;0.02237043;0.07181045;-0.01735488;0.3647012;0.9309629;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03240938;0.03968297;0.6448524;-0.9964366;0.04677898;-0.06537482;0.02553644;0.1326729;0.08988569;0.9870757
7271;101194;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.04715546;-0.1207733;0.9760828;-0.9801449;0.1828845;0.0250006;0.07241675;-0.02252062;0.3621276;0.9318565;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03238847;0.03966028;0.645169;-0.9964818;0.04656161;-0.06478697;0.02566626;0.1315082;0.0894699;0.9872693
7272;101208;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.04651527;-0.1219224;0.9766164;-0.9804798;0.1806299;0.02687854;0.07286938;-0.02638295;0.3581251;0.9333008;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03237834;0.03963406;0.6455113;-0.9965279;0.04632121;-0.06420889;0.02576259;0.1303586;0.08901237;0.9874631
7273;101222;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.04603455;-0.1231785;0.9770265;-0.980903;0.1777463;0.02767143;0.07395873;-0.0279942;0.3527968;0.9352812;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;0.03238703;0.03961538;0.6458852;-0.9965597;0.04608896;-0.06374618;0.02609668;0.1294593;0.08853366;0.9876245
