Id;Time;LprimaryButton;LprimaryTouch;LsecondaryButton;LsecondaryTouch;LtriggerButton;LtriggerButtonForce;Lprimary2DAxis.x;Lprimary2DAxis.y;Lprimary2DAxisTouch;Lprimary2DAxisClick;Lsecondary2DAxis.x;Lsecondary2DAxis.y;Lsecondary2DAxisTouch;Lsecondary2DAxisClick;LgripButton;LgripButtonForce;LisTracked;LdevicePosition.x;LdevicePosition.y;LdevicePosition.z;LdeviceRotation.w;LdeviceRotation.x;LdeviceRotation.y;LdeviceRotation.z;LdeviceDirection.x;LdeviceDirection.y;LdeviceDirection.z;RprimaryButton;RprimaryTouch;RsecondaryButton;RsecondaryTouch;RtriggerButton;RtriggerButtonForce;Rprimary2DAxis.x;Rprimary2DAxis.y;Rprimary2DAxisTouch;Rprimary2DAxisClick;Rsecondary2DAxis.x;Rsecondary2DAxis.y;Rsecondary2DAxisTouch;Rsecondary2DAxisClick;RgripButton;RgripButtonForce;RisTracked;RdevicePosition.x;RdevicePosition.y;RdevicePosition.z;RdeviceRotation.w;RdeviceRotation.x;RdeviceRotation.y;RdeviceRotation.z;RdeviceDirection.x;RdeviceDirection.y;RdeviceDirection.z;HprimaryButton;HprimaryTouch;HsecondaryButton;HsecondaryTouch;HtriggerButton;HtriggerButtonForce;Hprimary2DAxis.x;Hprimary2DAxis.y;Hprimary2DAxisTouch;Hprimary2DAxisClick;Hsecondary2DAxis.x;Hsecondary2DAxis.y;Hsecondary2DAxisTouch;Hsecondary2DAxisClick;HgripButton;HgripButtonForce;HisTracked;HdevicePosition.x;HdevicePosition.y;HdevicePosition.z;HdeviceRotation.w;HdeviceRotation.x;HdeviceRotation.y;HdeviceRotation.z;HdeviceDirection.x;HdeviceDirection.y;HdeviceDirection.z
1087;15187;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;0.9150183;0;0;False;False;0;0;False;False;False;0;True;0.08669043;-0.1356796;0.9518936;-0.9389061;0.2212935;-0.2632112;-0.01429717;0.4879335;0.4230739;0.7634981;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04097544;0.02204391;0.6136501;-0.9969311;-0.05962075;-0.04117423;0.02963794;0.07856168;-0.1213162;0.9895001
1088;15201;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.08760791;-0.1351739;0.9517409;-0.9401856;0.2190862;-0.2606;-0.01183196;0.4848402;0.4181302;0.7681777;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.0409453;0.02205629;0.6135663;-0.9969006;-0.0595067;-0.04215735;0.02951385;0.08054083;-0.121133;0.9893634
1089;15215;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.08837372;-0.13498;0.9517695;-0.9407666;0.2172369;-0.2600777;-0.01122274;0.4844687;0.4145761;0.7703354;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04092223;0.02204305;0.6134732;-0.9968764;-0.05938633;-0.04294857;0.0294304;0.08213331;-0.1209297;0.9892574
1090;15229;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.08902121;-0.1349705;0.951656;-0.9403371;0.2168156;-0.2619083;-0.01269601;0.4870588;0.4144098;0.7687901;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.040908;0.02202423;0.6133788;-0.996844;-0.05933769;-0.04378787;0.02938822;0.08381169;-0.1208745;0.9891233
1091;15243;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.08966028;-0.1351534;0.951678;-0.9394057;0.2171136;-0.2648387;-0.01546127;0.4908683;0.4161049;0.7654443;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04086862;0.02202207;0.6132897;-0.9968146;-0.05928285;-0.0445711;0.02931985;0.08538192;-0.1208017;0.9889979
1092;15256;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.09044366;-0.1354478;0.9517782;-0.9387947;0.2166257;-0.2673012;-0.01696642;0.4945312;0.4158044;0.7632467;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04079019;0.02206118;0.6132159;-0.9967958;-0.05902092;-0.04534781;0.02929691;0.08694675;-0.1203207;0.9889202
1093;15270;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.09123947;-0.1359281;0.9519003;-0.9388968;0.2149833;-0.2683135;-0.01621597;0.496865;0.4123963;0.7635801;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.0407008;0.02211247;0.6131709;-0.9967732;-0.05872139;-0.04611394;0.02947012;0.08846922;-0.1197818;0.9888506
1094;15284;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.0919707;-0.1365377;0.9521496;-0.9399064;0.2126497;-0.2667939;-0.01331338;0.4958604;0.4068454;0.7672023;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04064348;0.0221394;0.6131533;-0.9967503;-0.05851901;-0.04682967;0.02952005;0.08990001;-0.1194225;0.988765
1095;15298;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.09258733;-0.1372722;0.9524357;-0.940762;0.2106841;-0.2654164;-0.01153596;0.4945265;0.4025309;0.7703327;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04057543;0.02214555;0.6131421;-0.9967163;-0.05838741;-0.0476603;0.0296011;0.09155093;-0.119213;0.9886388
1096;15312;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;0.09314954;-0.1381001;0.9526901;-0.9412338;0.2090755;-0.2650463;-0.0108145;0.494419;0.3993106;0.7720757;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.04048835;0.02213508;0.6131369;-0.9966886;-0.05837406;-0.04834256;0.02945075;0.09292663;-0.119209;0.9885109
