Id;Time;LprimaryButton;LprimaryTouch;LsecondaryButton;LsecondaryTouch;LtriggerButton;LtriggerButtonForce;Lprimary2DAxis.x;Lprimary2DAxis.y;Lprimary2DAxisTouch;Lprimary2DAxisClick;Lsecondary2DAxis.x;Lsecondary2DAxis.y;Lsecondary2DAxisTouch;Lsecondary2DAxisClick;LgripButton;LgripButtonForce;LisTracked;LdevicePosition.x;LdevicePosition.y;LdevicePosition.z;LdeviceRotation.w;LdeviceRotation.x;LdeviceRotation.y;LdeviceRotation.z;LdeviceDirection.x;LdeviceDirection.y;LdeviceDirection.z;RprimaryButton;RprimaryTouch;RsecondaryButton;RsecondaryTouch;RtriggerButton;RtriggerButtonForce;Rprimary2DAxis.x;Rprimary2DAxis.y;Rprimary2DAxisTouch;Rprimary2DAxisClick;Rsecondary2DAxis.x;Rsecondary2DAxis.y;Rsecondary2DAxisTouch;Rsecondary2DAxisClick;RgripButton;RgripButtonForce;RisTracked;RdevicePosition.x;RdevicePosition.y;RdevicePosition.z;RdeviceRotation.w;RdeviceRotation.x;RdeviceRotation.y;RdeviceRotation.z;RdeviceDirection.x;RdeviceDirection.y;RdeviceDirection.z;HprimaryButton;HprimaryTouch;HsecondaryButton;HsecondaryTouch;HtriggerButton;HtriggerButtonForce;Hprimary2DAxis.x;Hprimary2DAxis.y;Hprimary2DAxisTouch;Hprimary2DAxisClick;Hsecondary2DAxis.x;Hsecondary2DAxis.y;Hsecondary2DAxisTouch;Hsecondary2DAxisClick;HgripButton;HgripButtonForce;HisTracked;HdevicePosition.x;HdevicePosition.y;HdevicePosition.z;HdeviceRotation.w;HdeviceRotation.x;HdeviceRotation.y;HdeviceRotation.z;HdeviceDirection.x;HdeviceDirection.y;HdeviceDirection.z
9335;129844;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.5793216;-0.1995826;-0.4161805;0.6928611;0.04537832;-0.7186865;-0.03706808;-0.999264;-0.009601083;-0.03713906;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.2513512;0.06725986;-0.4282977;0.670333;0.0236602;-0.7416819;0.001387651;-0.994282;-0.03377882;-0.1013036
9336;129858;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.5810645;-0.1997775;-0.415246;0.6933661;0.04769534;-0.7180842;-0.03638375;-0.9992611;-0.01388748;-0.03583944;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.2520339;0.0672653;-0.4269051;0.6704989;0.02378892;-0.7415287;0.0008224007;-0.9943492;-0.03312055;-0.1008613
9337;129872;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.5825552;-0.2000474;-0.4129716;0.7009513;0.051627;-0.7103739;-0.0370266;-0.9996982;-0.01977057;-0.01459301;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.2527147;0.06723313;-0.4255423;0.670708;0.02401058;-0.7413328;0.0002521742;-0.9944236;-0.03258207;-0.1003017
9338;129886;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.5842977;-0.2003381;-0.4107066;0.7096803;0.05412485;-0.701435;-0.03759383;-0.9996588;-0.02408342;0.01011878;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.2534266;0.06718318;-0.4243142;0.6709838;0.02429224;-0.741074;-0.000313038;-0.9945124;-0.03213543;-0.09956145
9339;129900;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.5860037;-0.2005701;-0.408112;0.7167553;0.05617293;-0.6940303;-0.03779277;-0.9991457;-0.02806584;0.03033292;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.2541903;0.06713407;-0.4231437;0.671205;0.02463998;-0.7408618;-0.0008420041;-0.9945817;-0.03182934;-0.0989666
9340;129914;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.5879756;-0.200681;-0.4049032;0.7207376;0.05925415;-0.6895753;-0.03888626;-0.998614;-0.03178338;0.04194969;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.2549622;0.06707573;-0.4220145;0.6714708;0.0248692;-0.7406123;-0.001416601;-0.9946694;-0.03129958;-0.09825003
9341;129928;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.5905883;-0.2008665;-0.400122;0.7242602;0.06382677;-0.6853752;-0.04042621;-0.9979405;-0.03704015;0.05237406;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.2556955;0.06706843;-0.4208348;0.671817;0.02495889;-0.7402937;-0.00205814;-0.9947866;-0.03048836;-0.09731555
9342;129942;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.593799;-0.2016917;-0.3934634;0.73343;0.07104736;-0.6747372;-0.04198166;-0.9957104;-0.04756335;0.07936388;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.2564695;0.06702574;-0.4196773;0.6722178;0.02508024;-0.7399232;-0.002821845;-0.9949206;-0.02954287;-0.09623063
9343;129956;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.596771;-0.2023735;-0.3852836;0.7502298;0.07751461;-0.6551694;-0.0435871;-0.9898126;-0.05919367;0.129489;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.2572534;0.06697791;-0.4185593;0.6725666;0.02503967;-0.7396051;-0.00340153;-0.9950377;-0.02865011;-0.0952853
9344;129969;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;False;0;0;0;0;0;0;0;0;0;1;False;False;False;False;True;1;0;0;False;False;0;0;False;False;False;0;True;-0.5998386;-0.202776;-0.3757054;0.7716689;0.08139902;-0.6291186;-0.04594628;-0.9784225;-0.06781486;0.1951681;False;False;False;False;False;0;0;0;False;False;0;0;False;False;False;0;True;-0.2580493;0.06692839;-0.417486;0.6729914;0.025105;-0.7392139;-0.003882444;-0.9951642;-0.02805099;-0.09413505
